Dataset,Type,Lang,file,vowel,prec,foll,start,end,F1,F2,MD,Alignment,Transcript,Linguistic,Formant,Fine,BG Music?,BG Other?,Poor Audio?,Coartic?,Hi Voice,Describe,Notes
cv,outlier,swe,00192_common_voice_sv-SE_24970522,ʉː,t,m,1.17,1.24,572.96,1266.248,15.153,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00192_common_voice_sv-SE_24970578,ɛ,p,ŋ,3.93,4.01,557.538,2284.15,14.14,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,foll:[ŋ],
cv,outlier,swe,00192_common_voice_sv-SE_24970578,oː,s,ɪ,1.24,1.31,351.138,1589.1,31.21,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00192_common_voice_sv-SE_24990782,ɐ,ɧ,l,1.02,1.05,495.79,2019.173,36.678,Target Overlap,X Transcript,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"extra sounds, should just be continued [ɐ] until next [s]"
cv,outlier,swe,00192_common_voice_sv-SE_25901805,ɛː,n,r,1.08,1.15,539.652,728.912,21.183,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00192_common_voice_sv-SE_25967400,iː,s,ɔ,3.35,3.41,1193.368,1472.373,145.286,,Broad,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,[kʉː] instead of [siːɔ],"transcript wrong in that area, not whole thing"
cv,outlier,swe,00192_common_voice_sv-SE_26573582,ɔ,,ɧ,2.32,2.41,743.821,1742.339,32.574,Target Overlap,X Transcript,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,no [ɧ] after
cv,outlier,swe,00210_common_voice_sv-SE_24972712,ɑː,k,,3.2,3.35,1037.333,1449.782,36.935,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ɐ,
cv,outlier,swe,00239_common_voice_sv-SE_23853440,oː,ɑː,s,1.28,1.45,617.781,2442.929,94.32,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ɔ,
cv,outlier,swe,00239_common_voice_sv-SE_23853443,ɵ,v,n,1.04,1.16,1048.878,2205.999,164.9,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00239_common_voice_sv-SE_23853443,ɪ,f,ɧ,2.32,2.38,1348.756,2397.605,282.222,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00244_common_voice_sv-SE_24964187,ɔ,m,s,0.57,0.61,813.602,2648.081,133.964,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00244_common_voice_sv-SE_24964358,ɪ,s,t,0.7,0.81,822.022,2168.908,60.311,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00244_common_voice_sv-SE_24964361,ɔ,m,s,0.54,0.57,782.657,1599.479,26.163,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00244_common_voice_sv-SE_24967256,ɔ,j,r,1.56,1.62,734.401,2110.467,64.05,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00244_common_voice_sv-SE_25031048,oː,r,ɡ,3.57,3.73,589.219,2268.103,74.799,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00289_common_voice_sv-SE_21105852,ɵ,ɛː,p,1.71,1.79,912.97,2063.085,105.071,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00289_common_voice_sv-SE_21105852,iː,m,ɡ,1.98,2.18,736.263,1771.916,29.052,,X Sounds,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,[mɐi],instead of [mig]
cv,outlier,swe,00290_common_voice_sv-SE_26591357,ɔ,,r,3.71,3.87,494.717,2160.621,79.84,,X Transcript,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,extra [ed] before vowel in transcript
cv,outlier,swe,00296_common_voice_sv-SE_26942721,ɑː,h,n,3.74,3.77,273.803,1673.363,17.52,Broad,X Transcript,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,[vɑːnjɪk],
cv,outlier,swe,00322_common_voice_sv-SE_24966392,ɑː,r,,1.64,1.81,994.795,1322.484,29.819,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00325_common_voice_sv-SE_24962634,uː,r,t,1.94,1.98,368.826,1624.397,19.853,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"consonants before, slight alignment error"
cv,outlier,swe,00331_common_voice_sv-SE_24280100,ɛ,s,r,2.53,2.56,1318.054,2324.206,93.964,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00331_common_voice_sv-SE_24280129,ɛ,,t,0.47,0.66,914.284,1820.389,19.575,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00365_common_voice_sv-SE_24965984,ɔ,ɡ,n,1.36,1.44,632.214,2311.063,90.464,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00365_common_voice_sv-SE_24966007,ɔ,j,r,1.56,1.62,994.311,1931.617,62.856,,X Transcript,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[u], foll: [d͡ʒ]",
cv,outlier,swe,00367_common_voice_sv-SE_24965189,ʉː,t,d,1.32,1.35,684.983,1776.792,47.753,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,prec: [t] foll: [d],
cv,outlier,swe,00367_common_voice_sv-SE_24965189,eː,m,r,1.85,1.88,1253.078,2359.352,110.12,Broad,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00370_common_voice_sv-SE_20542981,eː,m,n,0.95,1,882.197,1403.514,21.49,,,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,
cv,outlier,swe,00370_common_voice_sv-SE_20544018,iː,d,ɡ,2.08,2.13,267.782,1034.564,22.084,,,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,
cv,outlier,swe,00370_common_voice_sv-SE_20544018,eː,m,n,1.55,1.59,1001.563,1920.505,44.881,,,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,
cv,outlier,swe,00382_common_voice_sv-SE_26384297,ɔ,s,r,1.28,1.37,683.307,2258.425,81.719,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00382_common_voice_sv-SE_26384297,oː,r,n,2.86,2.89,853.58,1698.712,41.608,Broad,X Transcript,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"misses the next word, current word expands onto next part"
cv,outlier,swe,00395_common_voice_sv-SE_24960749,øː,f,r,1.75,1.78,786.884,1871.63,24.464,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00398_common_voice_sv-SE_18847709,ɑː,ɧ,r,1.11,1.14,460.595,2073.305,14.331,,,Change,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,ɛ,
cv,outlier,swe,00398_common_voice_sv-SE_25967101,ɔ,n,n,1.52,1.57,744.404,1653.931,27.139,,X Transcript,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,quite a few extra
cv,outlier,swe,00398_common_voice_sv-SE_26550991,ɵ,ɧ,l,2.53,2.58,771.663,1681.965,50.475,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
cv,outlier,swe,00398_common_voice_sv-SE_26551014,ɵ,ɧ,ŋ,2.15,2.25,625.562,1278.836,16.284,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,prec is not [ɧ]
cv,outlier,swe,00418_common_voice_sv-SE_19101657,uː,p,t,1.47,1.5,758.65,1984.639,29.379,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,devoiced
cv,outlier,swe,00418_common_voice_sv-SE_19101663,ɪ,r,ŋ,0.73,0.77,684.982,2400.266,34.615,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00420_common_voice_sv-SE_24962926,œ,f,r,3.31,3.34,785.555,1508.779,14.821,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00420_common_voice_sv-SE_24962926,œ,f,r,5.26,5.29,1370.912,2152.276,157.451,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00426_common_voice_sv-SE_27668869,eː,d,,2.44,2.52,1489.064,1972.861,155.41,Broad,Broad,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"person in this repeats the same syllable and rushes thru it a second time, messing up the alignment"
cv,outlier,swe,00442_common_voice_sv-SE_24960935,ɪ,l,k,1.26,1.36,1398.093,2541.194,316.57,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00463_common_voice_sv-SE_24963296,eː,d,,1.69,1.95,873.806,1777.41,24.558,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
cv,outlier,swe,00476_common_voice_sv-SE_20905367,uː,ɡ,n,1.56,1.59,781.944,2267.08,46.809,Broad,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,"after it, transcript error..."
cv,outlier,swe,00492_common_voice_sv-SE_24963496,ɐ,j,r,2.67,2.76,478.383,1699.294,17.987,,,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,two phones after are wrong
cv,outlier,swe,00501_common_voice_sv-SE_22153285,oː,s,ɐ,1.38,1.42,718.712,1492.022,20.154,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00507_common_voice_sv-SE_21311640,ɑː,h,n,0.38,0.41,276.732,1116.094,14.374,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00507_common_voice_sv-SE_21318795,ɑː,h,n,1.98,2.01,294.529,1641.13,15.144,,X Transcript,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,prec:[t],
cv,outlier,swe,00511_common_voice_sv-SE_24968650,ɐ,s,n,2.49,2.54,1108.514,1419.078,26.654,,,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
cv,outlier,swe,00530_common_voice_sv-SE_24899878,ʉː,ɧ,k,2.2,2.29,394.997,803.388,30.873,,,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,
cv,outlier,swe,00564_common_voice_sv-SE_18741647,ʉː,d,h,1.55,1.58,497.151,1015.127,16.67,,X Transcript,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,entire word is not there
cv,outlier,swe,00564_common_voice_sv-SE_18742445,øː,f,r,1.51,1.54,858.847,1434.722,24.641,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,accidentally skipped this one
cv,outlier,swe,00564_common_voice_sv-SE_18742480,ɑː,t,,1.17,1.38,883.682,1552.24,18.283,,,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,
cv,outlier,swe,00564_common_voice_sv-SE_18762197,ʉː,b,d,2.71,2.83,376.152,972.473,18.635,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00586_common_voice_sv-SE_25207990,oː,p,t,4.07,4.11,626.636,1693.241,24.801,,X Transcript,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,word not present
cv,outlier,swe,00586_common_voice_sv-SE_25208249,iː,t,uː,3.6,3.63,1022.699,2155.128,107.623,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00586_common_voice_sv-SE_25208834,ɔ,h,p,0.79,0.89,672.965,1512.738,17.329,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00586_common_voice_sv-SE_25210189,ɵ,ɧ,g,2.71,2.89,690.57,1829.489,36.242,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00586_common_voice_sv-SE_25210243,ɑː,t,,2.8,2.97,901.884,1358.818,18.471,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00593_common_voice_sv-SE_18745633,ɔ,r,d,0.58,0.61,294.736,1450.767,27.742,Broad,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
cv,outlier,swe,00593_common_voice_sv-SE_18748778,ɪ,t,l,2.71,2.75,684.662,2034.772,28.374,,,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
cv,outlier,swe,00601_common_voice_sv-SE_27132666,ɑː,n,,5.42,5.71,867.608,1642.328,17.915,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
cv,outlier,swe,00603_common_voice_sv-SE_24981098,ʉː,r,t,0.79,0.97,353.073,1016.076,16.853,,X Sounds,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,foll:[ɐ],"I think there is an extra vowel following it, causing error (two vowels there, not one)"
cv,outlier,swe,00603_common_voice_sv-SE_26061441,iː,s,uː,4.38,4.41,1143.06,2227.688,152.212,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00620_common_voice_sv-SE_21363972,eː,iː,,2.22,2.26,619.34,2414.382,18.734,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00644_common_voice_sv-SE_24960601,ɔ,,ɧ,2.36,2.49,630.765,1582.65,20.337,,X Transcript,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,following is extra
cv,outlier,swe,00649_common_voice_sv-SE_20506478,ɑː,b,r,1.64,1.67,878.068,2417.828,41.546,,X Transcript,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,following is extra
cv,outlier,swe,00659_common_voice_sv-SE_25200884,ɐ,ɧ,l,0.94,0.97,646.784,2010.534,28.352,,X Transcript,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,vowel and consonant after is not present
cv,outlier,swe,00669_common_voice_sv-SE_28707222,ɛ,b,ɡ,2.57,2.62,383.017,2235.929,14.504,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,outlier,swe,00669_common_voice_sv-SE_28707383,iː,r,n,2.34,2.45,425.624,2654.851,17.485,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,hau,B01___01_Matthew_____HAUCLVN2DA_00036,u,s,ɸ,0.39,0.48,415.57,1190.07,0.264,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,hau,B01___05_Matthew_____HAUCLVN2DA_00013,a,k,n,0.69,0.75,639.81,1343.59,0.319,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,hau,B01___10_Matthew_____HAUCLVN2DA_00052,o,k,n,5.55,5.67,415.49,954.12,0.974,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,hau,B01___17_Matthew_____HAUCLVN2DA_00007,e,d͡ʒ,m,3.15,3.24,442.54,1595.61,0.661,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,hau,B01___17_Matthew_____HAUCLVN2DA_00035,a,h,ɽ,3.63,3.72,661.2,1442.88,0.663,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,hau,B02___02_Mark________HAUCLVN2DA_00021,a,ɡ,l,1.53,1.62,611.57,1427.46,0.078,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,hau,B02___12_Mark________HAUCLVN2DA_00071,a,n,a,0.63,0.78,561.74,1383.29,0.119,,X Sounds,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,foll:[z],
wild,mean,hau,B03___07_Luke________HAUCLVN2DA_00060,u,m,s,11.01,11.1,339.1,1223.41,0.861,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,hau,B03___09_Luke________HAUCLVN2DA_00034,a,m,d,0.63,0.72,649.45,1252.18,0.91,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,hau,B03___11_Luke________HAUCLVN2DA_00088,a,ts,m,5.31,5.4,656,1307.84,0.611,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,hau,B03___14_Luke________HAUCLVN2DA_00008,i,ɽ,d͡ʒ,5.91,5.94,364.97,2031.96,0.82,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ɪ,
wild,mean,hau,B03___17_Luke________HAUCLVN2DA_00042,a,ɽ,s,4.65,4.68,542.15,1322.55,0.597,Broad,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ə,
wild,mean,hau,B04___01_John________HAUCLVN2DA_00039,a,j,b,1.17,1.26,680.61,1421.37,0.927,Broad,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ʌ,prec [j]
wild,mean,hau,B04___03_John________HAUCLVN2DA_00029,a,h,n,0.72,0.78,589.99,1282.61,0.525,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,ʌ,
wild,mean,hau,B04___20_John________HAUCLVN2DA_00043,a,w,d,5.1,5.19,602.73,1365.4,0.068,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ʌ,
wild,mean,hau,B05___13_Acts________HAUCLVN2DA_00055,u,m,s,5.73,5.82,402.95,1070.92,0.182,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,hau,B05___19_Acts________HAUCLVN2DA_00011,u,n,s,7.92,7.95,403.69,1308.63,0.368,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ə,foll C is [n]
wild,mean,hau,B05___26_Acts________HAUCLVN2DA_00013,u,SIL,ɽ,1.77,1.86,400.47,1004.3,0.392,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,hau,B05___27_Acts________HAUCLVN2DA_00035,i,ɽ,n,2.82,2.88,443.81,1718.56,0.989,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,e,
wild,mean,hau,B06___06_Romans______HAUCLVN2DA_00031,u,a,t,5.04,5.1,403.3,1266.72,0.22,,X Transcript,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ɯ,combined with prec [a]
wild,mean,hau,B06___07_Romans______HAUCLVN2DA_00040,e,k,s,2.52,2.61,411.53,1674.36,0.457,Broad,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,hau,B06___11_Romans______HAUCLVN2DA_00068,i,m,s,0.45,0.51,364.97,1854.11,0.096,Broad,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ɪ,
wild,mean,hau,B06___11_Romans______HAUCLVN2DA_00068,u,n,ɽ,0.9,1.05,383.41,1195.63,0.016,Broad,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,prec C should be [z]
wild,mean,hau,B06___15_Romans______HAUCLVN2DA_00025,a,w,ʃ,0.99,1.11,564.52,1552.99,0.613,Broad,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ʌ,prec [w]
wild,mean,hau,B06___15_Romans______HAUCLVN2DA_00039,a,h,n,4.71,4.8,625.82,1521.27,0.672,Broad,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ɐ,
wild,mean,hau,B07___15_1CorinthiansHAUCLVN2DA_00055,a,t,s,1.17,1.2,531.7,1459,0.326,Broad,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ə,
wild,mean,hau,B08___01_2CorinthiansHAUCLVN2DA_00032,o,k,ɽ,4.62,4.71,487.83,1135.98,0.714,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ʊ,?not sure
wild,mean,hau,B09___02_Galatians___HAUCLVN2DA_00037,a,j,k,6.45,6.51,525.77,1534.8,0.67,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ə,prec: [j]
wild,mean,hau,B09___03_Galatians___HAUCLVN2DA_00015,a,s,m,5.64,5.76,668.82,1336.14,0.676,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ʌ,
wild,mean,hau,B09___03_Galatians___HAUCLVN2DA_00023,u,h,j,4.92,4.98,422.45,1067.31,0.482,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,hau,B09___03_Galatians___HAUCLVN2DA_00039,e,n,s,3.3,3.45,446.76,1670.62,0.264,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ə,
wild,mean,hau,B10___06_Ephesians___HAUCLVN2DA_00016,e,m,SIL,10.32,10.41,425.95,1866.84,0.325,Broad,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,hau,B10___06_Ephesians___HAUCLVN2DA_00017,a,ɡ,s,2.61,2.7,557.62,1371.48,0.184,Broad,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ʌ,
wild,mean,hau,B11___04_Philippians_HAUCLVN2DA_00032,a,w,n,3.09,3.21,620.98,1232.96,0.959,Target Overlap,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ʌ,prec: [w]
wild,mean,hau,B19___13_Hebrews_____HAUCLVN2DA_00007,i,j,n,5.73,5.79,405.78,1909.66,0.328,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ɪ,
wild,mean,hau,B21___01_1Peter______HAUCLVN2DA_00011,i,ʃ,ɽ,3.21,3.33,400.05,1750.97,0.137,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,e,
wild,mean,hau,B21___05_1Peter______HAUCLVN2DA_00010,a,m,n,7.08,7.14,534.88,1392.82,0.336,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ʌ,
wild,mean,hau,B23___04_1John_______HAUCLVN2DA_00009,i,d͡ʒ,n,7.83,7.89,419.61,1857.76,0.401,Broad,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ɪ,
wild,mean,hau,B27___01_Revelation__HAUCLVN2DA_00008,a,n,n,9.78,9.84,508.53,1496.25,0.692,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ə,
wild,mean,hau,B27___02_Revelation__HAUCLVN2DA_00014,a,w,n,4.41,4.47,591.15,1395.62,0.007,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ʌ,prec [w]
wild,mean,kaz,B01___05_Matthew_____KAZKAZN2DA_00078,i,l,ɾ,2.28,2.34,402.19,1816.66,0.133,,Broad,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B01___10_Matthew_____KAZKAZN2DA_00015,ʊ,q,l,5.31,5.34,419.6,873.69,0.955,Broad,Broad,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B01___10_Matthew_____KAZKAZN2DA_00030,ɑ,t,t,0.54,0.63,557.97,1318.82,0.808,,Broad,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B01___13_Matthew_____KAZKAZN2DA_00018,i,m,j,7.17,7.23,399.08,1905.01,0.012,,Broad,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B01___16_Matthew_____KAZKAZN2DA_00017,i,b,t,3.72,3.78,373.11,1924.96,0.209,,Broad,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B03___01_Luke________KAZKAZN2DA_00009,i,k,w,4.59,4.65,409.59,1851.63,0.071,,Broad,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B03___06_Luke________KAZKAZN2DA_00059,ʉ,ɥ,z,2.58,2.67,396.93,1457.24,0.175,,Broad,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B03___09_Luke________KAZKAZN2DA_00020,ə,ɾ,p,4.29,4.32,452.24,1122.52,0.469,Broad,Broad,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B03___09_Luke________KAZKAZN2DA_00048,ɑ,SIL,j,3.69,3.78,615.86,1339.29,0.586,,Broad,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B03___11_Luke________KAZKAZN2DA_00038,ə,ʀ,n,2.52,2.55,365.23,1308.33,0.486,,Broad,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B03___13_Luke________KAZKAZN2DA_00047,ʊ,t,ɾ,7.56,7.59,510.96,1121.03,0.959,Broad,Broad,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B03___16_Luke________KAZKAZN2DA_00003,ɑ,ʃ,ʃ,5.28,5.37,569.79,1310.54,0.552,Broad,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,several syll off,
wild,mean,kaz,B03___17_Luke________KAZKAZN2DA_00047,ɑ,ʀ,n,2.76,2.82,660.04,1168.32,0.794,Broad,Broad,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B03___21_Luke________KAZKAZN2DA_00002,ɑ,q,ɾ,3.15,3.21,628.12,1181.8,0.191,,X Transcript,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,silence,
wild,mean,kaz,B04___10_John________KAZKAZN2DA_00002,ə,ŋ,z,2.31,2.4,414.03,1340.33,0.103,Broad,Broad,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"silence, end of transcript",
wild,mean,kaz,B05___07_Acts________KAZKAZN2DA_00058,ɑ,n,l,1.86,1.95,538.87,1218.68,0.864,Broad,Broad,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,silence,
wild,mean,kaz,B05___15_Acts________KAZKAZN2DA_00038,i,b,ɾ,12.93,13.02,429.97,1818.36,0.422,Broad,Broad,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B05___19_Acts________KAZKAZN2DA_00037,ɑ,s,t,8.16,8.22,599.09,1192.7,0.031,,X Transcript,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
